_id,clusterID,siteID,stationID,spaceID,connectionTime,disconnectTime,doneChargingTime,chargingTime,standbyTime,sessionDuration,kWhDelivered,powerkW,minpowerkW
29,0039,0002,2-39-123-23,CA-313,2019-10-10 16:35:26,2019-10-10 23:07:25,2019-10-10 17:29:01,00:53:35,05:38:24,06:31:59,5.289,5.922363919129082,0.8095752370423912
30,0039,0002,2-39-90-440,CA-500,2019-10-10 16:46:27,2019-10-10 22:53:32,2019-10-10 22:53:23,06:06:56,00:00:09,06:07:05,40.815,6.673964389534883,6.671237230419977
31,0039,0002,2-39-90-26,CA-316,2019-10-10 16:59:31,2019-10-10 22:38:06,2019-10-10 17:50:48,00:51:17,04:47:18,05:38:35,2.15,2.515437114072148,0.3809992616293379
32,0039,0002,2-39-78-367,CA-494,2019-10-10 17:11:12,2019-10-10 19:48:31,2019-10-10 19:17:46,02:06:34,00:30:45,02:37:19,0.5160364396652295,0.2446314436126977,0.19681440648318954
33,0039,0002,2-39-92-436,CA-318,2019-10-10 17:14:50,2019-10-10 19:12:44,2019-10-10 19:05:18,01:50:28,00:07:26,01:57:54,11.507,6.2500301750150875,5.855979643765903
34,0039,0002,2-39-78-363,CA-320,2019-10-10 17:18:47,2019-10-10 22:16:42,2019-10-10 22:10:55,04:52:08,00:05:47,04:57:55,0.836,0.17170241898676403,0.16836923076923077
35,0039,0002,2-39-78-365,CA-321,2019-10-10 17:25:24,2019-10-10 20:15:03,2019-10-10 20:15:02,02:49:38,00:00:01,02:49:39,17.989,6.362782471998428,6.362157382847038
36,0039,0002,2-39-89-439,CA-501,2019-10-10 17:26:22,2019-10-10 20:49:51,2019-10-10 19:26:29,02:00:07,01:23:22,03:23:29,11.786,5.887276259192452,3.4752723400769923
37,0039,0002,2-39-88-24,CA-314,2019-10-10 17:38:57,2019-10-11 00:18:59,2019-10-10 19:07:32,01:28:35,05:11:27,06:40:02,5.036,3.411025399811853,0.7553370552453961
38,0039,0002,2-39-88-438,CA-502,2019-10-10 18:03:55,2019-10-11 00:15:31,2019-10-10 20:11:32,02:07:37,04:03:59,06:11:36,13.058,6.139323494841322,2.108396124865447
39,0039,0002,2-39-79-377,CA-325,2019-10-10 18:28:15,2019-10-11 01:53:29,2019-10-10 20:30:24,02:02:09,05:23:05,07:25:14,13.264,6.51526811297585,1.7874672456389906
40,0039,0002,2-39-78-364,CA-495,2019-10-10 19:25:26,2019-10-10 23:30:28,2019-10-10 21:49:08,02:23:42,01:41:20,04:05:02,11.114,4.640501043841336,2.721425656373283
41,0039,0002,2-39-92-436,CA-318,2019-10-10 19:28:02,2019-10-11 00:11:22,2019-10-10 21:26:07,01:58:05,02:45:15,04:43:20,6.427,3.2656598447424137,1.3610117647058821
42,0039,0002,2-39-91-441,CA-499,2019-10-10 20:14:25,2019-10-10 23:34:25,2019-10-10 23:14:50,03:00:25,00:19:35,03:20:00,13.425,4.464665127020785,4.0275
43,0039,0002,2-39-78-365,CA-321,2019-10-10 20:50:29,2019-10-10 22:17:11,2019-10-10 22:17:09,01:26:40,00:00:02,01:26:42,8.38,5.801538461538462,5.799307958477509
44,0039,0002,2-39-78-367,CA-494,2019-10-10 21:21:25,2019-10-11 00:02:09,2019-10-10 23:47:09,02:25:44,00:15:00,02:40:44,0.5345445041813253,0.22007779220640106,0.19953963241940803
45,0039,0002,2-39-91-437,CA-317,2019-10-10 23:28:33,2019-10-11 01:28:12,2019-10-11 00:15:49,00:47:16,01:12:23,01:59:39,2.26,2.868829337094499,1.1333054743000417
46,0039,0002,2-39-89-25,CA-315,2019-10-11 01:30:56,2019-10-11 05:17:48,2019-10-11 05:17:43,03:46:47,00:00:05,03:46:52,13.43,3.553171161901962,3.5518660005877165
47,0039,0002,2-39-126-20,CA-310,2019-10-11 02:50:05,2019-10-11 05:39:13,2019-10-11 04:55:23,02:05:18,00:43:50,02:49:08,10.892,5.215642458100558,3.863933780055183
48,0039,0002,2-39-139-28,CA-303,2019-10-11 03:23:30,2019-10-11 04:45:20,2019-10-11 04:45:15,01:21:45,00:00:05,01:21:50,8.612,6.320733944954128,6.314297352342159
49,0039,0002,2-39-131-30,CA-305,2019-10-11 04:07:17,2019-10-11 05:21:38,2019-10-11 04:35:54,00:28:37,00:45:44,01:14:21,1.358,2.84729178800233,1.0958977807666443
50,0039,0002,2-39-139-28,CA-303,2019-10-11 05:07:08,2019-10-11 14:50:41,2019-10-11 13:26:26,08:19:18,01:24:15,09:43:33,8.897,1.0691367915081114,0.9147802244880473
51,0039,0002,2-39-131-30,CA-305,2019-10-11 06:04:55,2019-10-11 06:17:12,2019-10-11 06:17:07,00:12:12,00:00:05,00:12:17,0.906,4.4557377049180324,4.4255088195386705
52,0039,0002,2-39-138-29,CA-304,2019-10-11 06:14:21,2019-10-11 11:01:34,2019-10-11 08:07:58,01:53:37,02:53:36,04:47:13,5.463,2.8849640604371425,1.1412290373121339
53,0039,0002,2-39-131-30,CA-305,2019-10-11 06:38:13,2019-10-12 00:43:00,2019-10-11 13:44:04,07:05:51,10:58:56,18:04:47,46.857,6.601902078196548,2.5916880483045768
54,0001,0001,1-1-194-821,AG-1F13,2019-10-10 10:55:38,2019-10-10 18:39:12,2019-10-10 14:04:33,03:08:55,04:34:39,07:43:34,9.46,3.0044993383325984,1.2244193571582658
55,0001,0001,1-1-193-825,AG-1F01,2019-10-10 12:06:15,2019-10-10 21:37:00,2019-10-10 14:23:17,02:17:02,07:13:43,09:30:45,6.474,2.83463877402092,0.6805781865965835
56,0001,0001,1-1-194-826,AG-1F11,2019-10-10 12:23:13,2019-10-10 22:38:14,2019-10-10 17:09:08,04:45:55,05:29:06,10:15:01,11.855,2.487787816962985,1.1565540229262081
57,0001,0001,1-1-178-817,AG-1F09,2019-10-10 12:24:33,2019-10-11 01:14:06,2019-10-11 00:08:54,11:44:21,01:05:12,12:49:33,35.97,3.0641016540072408,2.8044961341043466
58,0001,0001,1-1-178-823,AG-1F08,2019-10-10 12:25:17,2019-10-10 21:59:27,2019-10-10 15:30:46,03:05:29,06:28:41,09:34:10,13.855,4.481804295084913,1.4478374455732947
59,0001,0001,1-1-191-789,AG-4F52,2019-10-10 12:41:27,2019-10-10 21:22:09,2019-10-10 15:00:30,02:19:03,06:21:39,08:40:42,5.774,2.491477885652643,0.6653351257922029
60,0001,0001,1-1-193-819,AG-1F06,2019-10-10 12:42:53,2019-10-10 22:33:16,2019-10-10 16:45:39,04:02:46,05:47:37,09:50:23,9.933,2.454949883289853,1.0094797165683311
61,0001,0001,1-1-193-829,AG-1F03,2019-10-10 12:58:31,2019-10-10 22:06:44,2019-10-10 17:20:07,04:21:36,04:46:37,09:08:13,21.79077388888889,4.9978839194699285,2.384908217553887
62,0001,0001,1-1-193-816,AG-1F05,2019-10-10 13:01:29,2019-10-10 21:24:39,2019-10-10 15:38:20,02:36:51,05:46:19,08:23:10,6.83,2.6126872808415684,0.8144418681682677
63,0001,0001,1-1-194-822,AG-1F12,2019-10-10 13:03:33,2019-10-10 23:32:42,2019-10-10 17:39:40,04:36:07,05:53:02,10:29:09,13.514,2.9365847769662583,1.288786457919415
64,0001,0001,1-1-193-827,AG-1F02,2019-10-10 13:05:47,2019-10-10 22:00:44,2019-10-10 17:13:33,04:07:46,04:47:11,08:54:57,12.881,3.119305798466299,1.444733152631087
65,0001,0001,1-1-194-818,AG-1F14,2019-10-10 13:07:19,2019-10-10 19:15:51,2019-10-10 16:04:40,02:57:21,03:11:11,06:08:32,4.568,1.5454186636594303,0.7437047756874094
66,0001,0001,1-1-178-828,AG-1F10,2019-10-10 13:14:04,2019-10-10 22:16:15,2019-10-10 13:47:31,00:33:27,08:28:44,09:02:11,0.717,1.28609865470852,0.07934585472318711
67,0001,0001,1-1-178-824,AG-1F07,2019-10-10 13:22:08,2019-10-10 23:19:17,2019-10-10 13:54:28,00:32:20,09:24:49,09:57:09,0.8541072222222224,1.5849412371134024,0.08581835942951241
68,0001,0001,1-1-193-820,AG-1F04,2019-10-10 13:25:55,2019-10-10 19:31:45,2019-10-10 16:31:24,03:05:29,03:00:21,06:05:50,13.698,4.431018060921915,2.2465968109339407
69,0001,0001,1-1-179-813,AG-3F15,2019-10-10 13:28:12,2019-10-10 23:29:45,2019-10-10 16:58:47,03:30:35,06:30:58,10:01:33,14.047,4.002311040759794,1.401080541933339
70,0001,0001,1-1-191-778,AG-4F43,2019-10-10 13:29:12,2019-10-10 23:18:08,2019-10-10 19:07:02,05:37:50,04:11:06,09:48:56,32.3936525,5.753189393191909,3.300236274620784
71,0001,0001,1-1-179-788,AG-3F22,2019-10-10 13:33:05,2019-10-10 21:40:17,2019-10-10 15:22:48,01:49:43,06:17:29,08:07:12,5.153,2.8179857207959893,0.6346059113300493
72,0001,0001,1-1-179-796,AG-3F24,2019-10-10 13:33:24,2019-10-10 22:35:43,2019-10-10 17:54:49,04:21:25,04:40:54,09:02:19,13.269,3.0454829454893213,1.468035280740035
73,0001,0001,1-1-179-798,AG-3F18,2019-10-10 13:34:19,2019-10-10 23:18:28,2019-10-10 19:56:43,06:22:24,03:21:45,09:44:09,20.333,3.190324267782427,2.088470427116323
74,0001,0001,1-1-179-799,AG-3F25,2019-10-10 13:34:35,2019-10-10 18:31:12,2019-10-10 18:32:12,04:57:37,00:01:00,04:56:37,10.366,2.0898023184185472,2.09684778333427
75,0001,0001,1-1-179-800,AG-3F32,2019-10-10 13:37:14,2019-10-11 00:43:21,2019-10-10 18:09:33,04:32:19,06:33:48,11:06:07,22.365,4.9277189546483875,2.014511972377211
76,0001,0001,1-1-179-794,AG-3F20,2019-10-10 13:38:36,2019-10-11 00:37:37,2019-10-10 23:43:47,10:05:11,00:53:50,10:59:01,11.372,1.1274599983476081,1.0353607647758023
77,0001,0001,1-1-179-797,AG-3F23,2019-10-10 13:39:35,2019-10-11 00:32:42,2019-10-10 23:42:56,10:03:21,00:49:46,10:53:07,35.111,3.4916052042761243,3.225549289305126
78,0001,0001,1-1-179-779,AG-3F17,2019-10-10 13:43:56,2019-10-10 23:46:10,2019-10-10 15:55:02,02:11:06,07:51:08,10:02:14,8.029,3.674599542334096,0.7999225106547849
79,0001,0001,1-1-179-781,AG-3F31,2019-10-10 13:46:18,2019-10-11 00:33:02,2019-10-10 18:01:49,04:15:31,06:31:13,10:46:44,12.254,2.877463961907247,1.1368518709411402
80,0001,0001,1-1-191-812,AG-4F46,2019-10-10 13:48:12,2019-10-11 01:10:32,2019-10-10 19:15:09,05:26:57,05:55:23,11:22:20,25.96,4.7640311974308,2.2827552515876897
81,0001,0001,1-1-179-787,AG-3F16,2019-10-10 13:52:54,2019-10-10 23:52:38,2019-10-10 19:44:22,05:51:28,04:08:16,09:59:44,12.699,2.1678869499241276,1.2704646509559805
82,0001,0001,1-1-191-808,AG-4F35,2019-10-10 13:58:15,2019-10-11 00:27:59,2019-10-10 19:28:34,05:30:19,04:59:25,10:29:44,12.865,2.3368484787325294,1.225756934152022
83,0001,0001,1-1-179-791,AG-3F26,2019-10-10 13:59:23,2019-10-10 20:54:13,2019-10-10 20:55:13,06:55:50,00:01:00,06:54:50,28.645,4.13314629258517,4.1431096826034555
84,0001,0001,1-1-179-810,AG-3F30,2019-10-10 14:01:56,2019-10-10 22:41:59,2019-10-10 18:39:23,04:37:27,04:02:36,08:40:03,28.468,6.156352495945216,3.2844534179405827
85,0001,0001,1-1-179-783,AG-3F29,2019-10-10 14:06:03,2019-10-10 23:43:33,2019-10-10 19:51:21,05:45:18,03:52:12,09:37:30,25.771,4.478019113814075,2.6775064935064936
86,0001,0001,1-1-179-815,AG-3F33,2019-10-10 14:10:13,2019-10-11 04:53:12,2019-10-10 23:43:40,09:33:27,05:09:32,14:42:59,42.29,4.424797279623332,2.873666924630514
87,0001,0001,1-1-191-802,AG-4F44,2019-10-10 14:10:18,2019-10-10 23:26:12,2019-10-10 16:12:25,02:02:07,07:13:47,09:15:54,7.136,3.506155315954688,0.7702104695089045
88,0001,0001,1-1-179-777,AG-3F28,2019-10-10 14:10:57,2019-10-10 23:29:42,2019-10-10 23:27:35,09:16:38,00:02:07,09:18:45,16.039,1.728858015450027,1.7223087248322149
89,0001,0001,1-1-191-803,AG-4F49,2019-10-10 14:11:34,2019-10-10 22:29:08,2019-10-10 17:55:56,03:44:22,04:33:12,08:17:34,21.197,5.668489080374386,2.5560795873249815
90,0001,0001,1-1-179-809,AG-3F27,2019-10-10 14:13:50,2019-10-10 17:53:00,2019-10-10 17:50:39,03:36:49,00:02:21,03:39:10,8.018,2.2188331155353986,2.1950418250950574
91,0001,0001,1-1-179-801,AG-3F21,2019-10-10 14:15:04,2019-10-10 23:48:40,2019-10-10 23:48:12,09:33:08,00:00:28,09:33:36,6.287505277777779,0.6582243515179715,0.6576888365876338
92,0001,0001,1-1-179-790,AG-3F19,2019-10-10 14:17:44,2019-10-10 23:52:39,2019-10-10 18:24:22,04:06:38,05:28:17,09:34:55,8.424,2.049358021354237,0.8791535005073199
93,0001,0001,1-1-191-792,AG-4F37,2019-10-10 14:20:03,2019-10-11 00:13:19,2019-10-10 17:38:01,03:17:58,06:35:18,09:53:16,5.365,1.6260313184037716,0.5425890549499944
94,0001,0001,1-1-191-811,AG-4F42,2019-10-10 14:21:32,2019-10-10 23:28:21,2019-10-10 23:29:18,09:07:46,00:00:57,09:06:49,20.07,2.1983813059088417,2.2022006156847205
95,0001,0001,1-1-191-782,AG-4F50,2019-10-10 14:23:20,2019-10-10 23:13:02,2019-10-10 20:35:13,06:11:53,02:37:49,08:49:42,38.637,6.233729216152019,4.376477251274307
96,0001,0001,1-1-191-805,AG-4F39,2019-10-10 14:24:29,2019-10-10 23:15:57,2019-10-10 20:57:20,06:32:51,02:18:37,08:51:28,16.4398575,2.5108602520045817,1.85597989839438
97,0001,0001,1-1-191-795,AG-4F51,2019-10-10 14:30:00,2019-10-10 18:42:13,2019-10-10 18:15:06,03:45:06,00:27:07,04:12:13,19.597,5.223545091070636,4.661944095684928
98,0001,0001,1-1-191-807,AG-4F47,2019-10-10 14:36:07,2019-10-11 00:26:58,2019-10-10 16:29:38,01:53:31,07:57:20,09:50:51,4.366,2.3076787549552193,0.4433612592028433
99,0001,0001,1-1-191-784,AG-4F40,2019-10-10 14:37:09,2019-10-10 22:24:31,2019-10-10 20:32:17,05:55:08,01:52:14,07:47:22,5.048,0.852862774544772,0.6480564866985237
100,0001,0001,1-1-191-806,AG-4F41,2019-10-10 14:37:29,2019-10-11 01:08:39,2019-10-10 23:58:04,09:20:35,01:10:35,10:31:10,8.148,0.8720915712799168,0.7745656192236599
101,0001,0001,1-1-191-793,AG-4F38,2019-10-10 14:40:44,2019-10-10 23:44:44,2019-10-10 20:50:27,06:09:43,02:54:17,09:04:00,16.366,2.6559798043546863,1.8050735294117648
102,0001,0001,1-1-191-786,AG-4F36,2019-10-10 14:43:43,2019-10-11 00:33:58,2019-10-11 00:34:03,09:50:20,00:00:05,09:50:15,23.155,2.353416149068323,2.353748411689962
103,0001,0001,1-1-191-804,AG-4F34,2019-10-10 14:44:13,2019-10-10 23:34:20,2019-10-10 18:18:09,03:33:56,05:16:11,08:50:07,13.413,3.7618261140542226,1.5181186531266702
104,0001,0001,1-1-191-780,AG-4F45,2019-10-10 14:49:54,2019-10-10 23:28:31,2019-10-10 19:01:12,04:11:18,04:27:19,08:38:37,12.206,2.914285714285714,1.4121412732589902
105,0001,0001,1-1-191-785,AG-4F48,2019-10-10 15:00:25,2019-10-11 00:44:02,2019-10-10 19:02:31,04:02:06,05:41:31,09:43:37,8.421,2.086988847583643,0.8657394979581344
106,0001,0001,1-1-179-809,AG-3F27,2019-10-10 17:59:38,2019-10-10 20:14:44,2019-10-10 20:15:44,02:16:06,00:01:00,02:15:06,5.779,2.547685525349008,2.5665433012583274
107,0001,0001,1-1-191-795,AG-4F51,2019-10-10 18:48:03,2019-10-10 22:40:14,2019-10-10 22:41:14,03:53:11,00:01:00,03:52:11,19.212,4.943406475591452,4.964697437369894
108,0001,0001,1-1-194-821,AG-1F13,2019-10-10 18:50:38,2019-10-11 02:24:20,2019-10-11 01:19:12,06:28:34,01:05:08,07:33:42,0.918,0.1417517371536416,0.12140180736169276
109,0001,0001,1-1-179-799,AG-3F25,2019-10-10 19:03:43,2019-10-11 00:54:34,2019-10-10 21:13:54,02:10:11,03:40:40,05:50:51,6.819,3.1427986173345284,1.1661393758016245
110,0001,0001,1-1-194-818,AG-1F14,2019-10-10 19:18:01,2019-10-10 21:46:54,2019-10-10 21:42:59,02:24:58,00:03:55,02:28:53,7.344,3.039595309266498,2.9596328221202284
111,0001,0001,1-1-193-820,AG-1F04,2019-10-10 19:37:39,2019-10-11 01:22:20,2019-10-10 22:03:44,02:26:05,03:18:36,05:44:41,7.703,3.163810610382202,1.3408829360282386
112,0001,0001,1-1-179-809,AG-3F27,2019-10-10 20:47:42,2019-10-11 01:24:16,2019-10-11 01:14:54,04:27:12,00:09:22,04:36:34,26.65,5.984281437125748,5.781607810051826
113,0001,0001,1-1-191-789,AG-4F52,2019-10-10 21:23:55,2019-10-10 23:43:18,2019-10-10 23:44:17,02:20:22,00:00:59,02:19:23,6.929,2.961814295891712,2.982709553987804
114,0001,0001,1-1-179-788,AG-3F22,2019-10-10 21:47:20,2019-10-11 01:31:48,2019-10-11 01:31:49,03:44:29,00:00:01,03:44:28,22.849,6.10709035563145,6.1075438075438075
115,0001,0001,1-1-193-825,AG-1F01,2019-10-10 22:10:14,2019-10-10 23:58:38,2019-10-10 23:26:36,01:16:22,00:32:02,01:48:24,6.782,5.328502837189,3.7538745387453876
116,0001,0001,1-1-193-829,AG-1F03,2019-10-10 22:12:15,2019-10-11 00:06:19,2019-10-11 00:05:25,01:53:10,00:00:54,01:54:04,5.236,2.776082474226804,2.7541788427819984
117,0001,0001,1-1-179-791,AG-3F26,2019-10-10 22:15:20,2019-10-11 00:35:41,2019-10-11 00:36:41,02:21:21,00:01:00,02:20:21,10.958,4.651432614078528,4.684574278589241
118,0001,0001,1-1-178-823,AG-1F08,2019-10-10 22:17:34,2019-10-11 01:02:37,2019-10-11 01:03:37,02:46:03,00:01:00,02:45:03,4.052,1.4641373080397468,1.473008179339594
119,0001,0001,1-1-193-827,AG-1F02,2019-10-10 22:27:40,2019-10-11 01:05:18,2019-10-11 01:06:18,02:38:38,00:01:00,02:37:38,13.462,5.091741962597185,5.124043138084161
120,0001,0001,1-1-193-816,AG-1F05,2019-10-10 22:29:52,2019-10-11 00:02:05,2019-10-11 00:03:05,01:33:13,00:01:00,01:32:13,5.291,3.4056141605578407,3.4425447316103384
121,0001,0001,1-1-178-828,AG-1F10,2019-10-10 22:40:25,2019-10-11 02:12:26,2019-10-11 02:13:26,03:33:01,00:01:00,03:32:01,10.97,3.089899068930444,3.1044729187956923
122,0001,0001,1-1-193-819,AG-1F06,2019-10-10 22:59:52,2019-10-11 04:06:58,2019-10-11 03:44:09,04:44:17,00:22:49,05:07:06,27.559,5.8165210763909245,5.384369912080756
123,0001,0001,1-1-194-826,AG-1F11,2019-10-10 23:03:40,2019-10-11 02:46:18,2019-10-11 02:32:47,03:29:07,00:13:31,03:42:38,2.493,0.7152944927074201,0.6718670459649648
124,0001,0001,1-1-178-824,AG-1F07,2019-10-10 23:55:55,2019-10-11 01:19:16,2019-10-11 01:20:16,01:24:21,00:01:00,01:23:21,8.59,6.110254890337878,6.1835632873425315
125,0001,0001,1-1-193-829,AG-1F03,2019-10-11 00:34:10,2019-10-11 02:01:59,2019-10-11 02:02:59,01:28:49,00:01:00,01:27:49,4.426,2.989979358228561,3.0240273296640727
126,0001,0001,1-1-193-816,AG-1F05,2019-10-11 00:47:36,2019-10-11 02:11:52,2019-10-11 02:12:52,01:25:16,00:01:00,01:24:16,7.183,5.054495699765441,5.114477848101266
127,0001,0001,1-1-193-825,AG-1F01,2019-10-11 01:01:39,2019-10-11 02:10:37,2019-10-11 02:11:37,01:09:58,00:01:00,01:08:58,4.027,3.453358742258218,3.5034316094731754
128,0001,0001,1-1-178-823,AG-1F08,2019-10-11 01:24:06,2019-10-11 06:28:39,2019-10-11 03:32:39,02:08:33,02:56:00,05:04:33,6.177,2.883080513418903,1.2169430307010343
129,0001,0001,1-1-193-825,AG-1F01,2019-10-11 04:19:09,2019-10-11 05:29:10,2019-10-11 05:30:10,01:11:01,00:01:00,01:10:01,7.122,6.01717906594696,6.103118305165437
130,0102,0019,19-102-260-1633,02,2019-10-11 14:44:22,2019-10-12 01:03:47,2019-10-11 16:46:00,02:01:38,08:17:47,10:19:25,6.071,2.9947382844614965,0.58806942015337
131,0102,0019,19-102-260-1640,08,2019-10-11 20:35:08,2019-10-12 04:14:17,2019-10-12 04:14:05,07:38:57,00:00:12,07:39:09,24.743,3.234731452227911,3.2333224436458674
132,0039,0002,2-39-79-380,CA-489,2019-10-11 14:50:14,2019-10-11 16:04:20,2019-10-11 16:05:18,01:15:04,00:00:58,01:14:06,0.758,0.6058614564831262,0.6137651821862348
133,0039,0002,2-39-79-382,CA-491,2019-10-11 14:56:21,2019-10-11 23:27:55,2019-10-11 22:50:13,07:53:52,00:37:42,08:31:34,9.013,1.1412070906021383,1.0571056232488434
134,0039,0002,2-39-95-27,CA-319,2019-10-11 14:57:59,2019-10-11 22:34:19,2019-10-11 16:45:05,01:47:06,05:49:14,07:36:20,10.475,5.868347338935575,1.377282688093499
135,0039,0002,2-39-89-25,CA-315,2019-10-11 15:05:01,2019-10-11 18:05:23,2019-10-11 17:02:20,01:57:19,01:03:03,03:00:22,6.195,3.168347776672823,2.060802069857697
136,0039,0002,2-39-78-364,CA-495,2019-10-11 15:05:55,2019-10-11 18:55:52,2019-10-11 18:55:42,03:49:47,00:00:10,03:49:57,18.177,4.746297236527163,4.742857142857143
137,0039,0002,2-39-78-366,CA-323,2019-10-11 15:08:03,2019-10-11 23:07:47,2019-10-11 21:30:21,06:22:18,01:37:26,07:59:44,26.583,4.172063824221815,3.3247220678154528
